Date,Country,Latitude,Longitude,Temperature,Humidity
2010-06-01,Nigeria,9.082,8.6753,30.97,62.17
2010-06-01,Egypt,26.8206,30.8025,29.63,55.75
2010-06-01,Saudi Arabia,23.8859,45.0792,37.55,49.52
2010-06-01,Sweden,60.1282,18.6435,18.26,70.54
2010-06-01,Norway,60.472,8.4689,15.83,76.11
2010-06-01,Chile,-35.6751,-71.543,5.61,91.42
2010-06-01,New Zealand,-40.9006,174.886,3.68,89.95
2010-07-01,United States,37.0902,-95.7129,26.40,60.77
2010-07-01,Canada,56.1304,-106.3468,15.09,71.02
2010-07-01,Brazil,-14.235,-51.9253,19.00,70.79
2010-07-01,United Kingdom,55.3781,-3.436,18.78,68.74
2010-07-01,Germany,51.1657,10.4515,20.03,70.64
2010-07-01,India,20.5937,78.9629,33.68,56.03
2010-07-01,China,35.8617,104.1954,31.92,49.88
2010-07-01,Australia,-25.2744,133.7751,10.97,85.94
2010-07-01,South Africa,-30.5595,22.9375,10.80,85.21
2010-07-01,Russia,61.524,105.3188,18.84,65.66
2010-07-01,Japan,36.2048,138.2529,25.85,58.32
2010-07-01,Argentina,-38.4161,-63.6167,4.91,90.78
2010-07-01,France,46.2276,2.2137,20.36,63.00
2010-07-01,Italy,41.8719,12.5674,25.51,65.02
2010-07-01,Spain,40.4637,-3.7492,27.43,59.13
2010-07-01,Mexico,23.6345,-102.5528,28.32,65.34
2010-07-01,Indonesia,-0.7893,113.9213,26.16,63.43
2010-07-01,Nigeria,9.082,8.6753,31.30,49.32
2010-07-01,Egypt,26.8206,30.8025,31.35,58.33
2010-07-01,Saudi Arabia,23.8859,45.0792,41.04,48.31
2010-07-01,Sweden,60.1282,18.6435,22.05,66.56
2010-07-01,Norway,60.472,8.4689,16.94,66.45
2010-07-01,Chile,-35.6751,-71.543,3.18,82.14
2010-07-01,New Zealand,-40.9006,174.886,3.72,92.68
2010-08-01,United States,37.0902,-95.7129,24.34,61.36
2010-08-01,Canada,56.1304,-106.3468,12.46,81.47
2010-08-01,Brazil,-14.235,-51.9253,20.53,67.87
2010-08-01,United Kingdom,55.3781,-3.436,17.89,71.63
2010-08-01,Germany,51.1657,10.4515,19.92,62.73
2010-08-01,India,20.5937,78.9629,32.37,51.53
2010-08-01,China,35.8617,104.1954,28.68,54.98
2010-08-01,Australia,-25.2744,133.7751,14.45,78.99
2010-08-01,South Africa,-30.5595,22.9375,11.31,74.58
2010-08-01,Russia,61.524,105.3188,17.77,71.61
2010-08-01,Japan,36.2048,138.2529,25.27,57.73
2010-08-01,Argentina,-38.4161,-63.6167,6.44,81.28
2010-08-01,France,46.2276,2.2137,19.71,68.62
2010-08-01,Italy,41.8719,12.5674,24.79,59.13
2010-08-01,Spain,40.4637,-3.7492,24.53,58.04
2010-08-01,Mexico,23.6345,-102.5528,27.25,64.50
2010-08-01,Indonesia,-0.7893,113.9213,25.88,65.56
2010-08-01,Nigeria,9.082,8.6753,31.53,62.43
2010-08-01,Egypt,26.8206,30.8025,30.70,50.94
2010-08-01,Saudi Arabia,23.8859,45.0792,37.67,48.33
2010-08-01,Sweden,60.1282,18.6435,19.26,71.22
2010-08-01,Norway,60.472,8.4689,15.18,73.79
2010-08-01,Chile,-35.6751,-71.543,3.93,91.26
2010-08-01,New Zealand,-40.9006,174.886,5.25,91.48
2010-09-01,United States,37.0902,-95.7129,20.08,76.25
2010-09-01,Canada,56.1304,-106.3468,5.11,91.85
2010-09-01,Brazil,-14.235,-51.9253,22.64,69.85
2010-09-01,United Kingdom,55.3781,-3.436,15.94,74.18
2010-09-01,Germany,51.1657,10.4515,16.22,80.26
2010-09-01,India,20.5937,78.9629,28.58,64.17
2010-09-01,China,35.8617,104.1954,23.94,59.33
2010-09-01,Australia,-25.2744,133.7751,16.63,71.31
2010-09-01,South Africa,-30.5595,22.9375,15.18,73.91
2010-09-01,Russia,61.524,105.3188,8.01,83.82
2010-09-01,Japan,36.2048,138.2529,22.12,71.16
2010-09-01,Argentina,-38.4161,-63.6167,9.70,86.25
2010-09-01,France,46.2276,2.2137,15.80,76.04
2010-09-01,Italy,41.8719,12.5674,20.99,69.04
2010-09-01,Spain,40.4637,-3.7492,20.55,70.64
2010-09-01,Mexico,23.6345,-102.5528,25.53,61.43
2010-09-01,Indonesia,-0.7893,113.9213,25.91,56.19
2010-09-01,Nigeria,9.082,8.6753,28.15,63.70
2010-09-01,Egypt,26.8206,30.8025,27.11,61.82
2010-09-01,Saudi Arabia,23.8859,45.0792,31.82,53.34
2010-09-01,Sweden,60.1282,18.6435,11.02,79.30
2010-09-01,Norway,60.472,8.4689,10.02,87.71
2010-09-01,Chile,-35.6751,-71.543,7.96,83.18
2010-09-01,New Zealand,-40.9006,174.886,7.40,88.23
2010-10-01,United States,37.0902,-95.7129,12.55,79.39
2010-10-01,Canada,56.1304,-106.3468,-4.23,91.07
2010-10-01,Brazil,-14.235,-51.9253,25.68,64.23
2010-10-01,United Kingdom,55.3781,-3.436,10.63,81.00
2010-10-01,Germany,51.1657,10.4515,8.88,85.51
2010-10-01,India,20.5937,78.9629,23.25,71.24
2010-10-01,China,35.8617,104.1954,13.11,81.49
2010-10-01,Australia,-25.2744,133.7751,21.10,68.33
2010-10-01,South Africa,-30.5595,22.9375,19.20,76.24
2010-10-01,Russia,61.524,105.3188,-4.18,96.00
2010-10-01,Japan,36.2048,138.2529,14.75,82.73
2010-10-01,Argentina,-38.4161,-63.6167,13.88,75.07
2010-10-01,France,46.2276,2.2137,11.14,81.62
2010-10-01,Italy,41.8719,12.5674,13.01,79.20
2010-10-01,Spain,40.4637,-3.7492,15.62,67.85
2010-10-01,Mexico,23.6345,-102.5528,20.11,63.66
2010-10-01,Indonesia,-0.7893,113.9213,26.04,61.38
2010-10-01,Nigeria,9.082,8.6753,27.75,54.64
2010-10-01,Egypt,26.8206,30.8025,22.45,62.19
2010-10-01,Saudi Arabia,23.8859,45.0792,25.33,64.50
2010-10-01,Sweden,60.1282,18.6435,4.05,86.45
2010-10-01,Norway,60.472,8.4689,2.62,84.38
2010-10-01,Chile,-35.6751,-71.543,12.27,77.27
2010-10-01,New Zealand,-40.9006,174.886,10.74,75.14
2010-11-01,United States,37.0902,-95.7129,4.87,94.39
2010-11-01,Canada,56.1304,-106.3468,-15.52,100.00
2010-11-01,Brazil,-14.235,-51.9253,26.95,55.26
2010-11-01,United Kingdom,55.3781,-3.436,6.00,79.75
2010-11-01,Germany,51.1657,10.4515,4.05,85.33
2010-11-01,India,20.5937,78.9629,19.12,63.85
2010-11-01,China,35.8617,104.1954,5.21,79.94
2010-11-01,Australia,-25.2744,133.7751,25.93,63.69
2010-11-01,South Africa,-30.5595,22.9375,21.29,74.05
2010-11-01,Russia,61.524,105.3188,-17.50,100.00
2010-11-01,Japan,36.2048,138.2529,9.75,75.60
2010-11-01,Argentina,-38.4161,-63.6167,19.14,76.08
2010-11-01,France,46.2276,2.2137,5.50,79.40
2010-11-01,Italy,41.8719,12.5674,7.16,91.83
2010-11-01,Spain,40.4637,-3.7492,9.26,88.84
2010-11-01,Mexico,23.6345,-102.5528,17.70,76.83
2010-11-01,Indonesia,-0.7893,113.9213,26.94,55.07
2010-11-01,Nigeria,9.082,8.6753,24.11,70.00
2010-11-01,Egypt,26.8206,30.8025,16.94,71.08
2010-11-01,Saudi Arabia,23.8859,45.0792,16.73,74.53
2010-11-01,Sweden,60.1282,18.6435,-6.74,100.00
2010-11-01,Norway,60.472,8.4689,-4.98,100.00
2010-11-01,Chile,-35.6751,-71.543,16.31,69.65
2010-11-01,New Zealand,-40.9006,174.886,15.49,71.19
2010-12-01,United States,37.0902,-95.7129,-1.70,96.74
2010-12-01,Canada,56.1304,-106.3468,-23.08,100.00
2010-12-01,Brazil,-14.235,-51.9253,29.44,51.07
2010-12-01,United Kingdom,55.3781,-3.436,2.30,91.57
2010-12-01,Germany,51.1657,10.4515,-0.51,88.81
2010-12-01,India,20.5937,78.9629,16.54,66.72
2010-12-01,China,35.8617,104.1954,-2.45,100.00
2010-12-01,Australia,-25.2744,133.7751,31.71,48.15
2010-12-01,South Africa,-30.5595,22.9375,23.70,70.63
2010-12-01,Russia,61.524,105.3188,-25.51,100.00
2010-12-01,Japan,36.2048,138.2529,5.13,91.38
2010-12-01,Argentina,-38.4161,-63.6167,22.12,70.87
2010-12-01,France,46.2276,2.2137,1.17,91.61
2010-12-01,Italy,41.8719,12.5674,3.85,83.89
2010-12-01,Spain,40.4637,-3.7492,3.86,89.91
2010-12-01,Mexico,23.6345,-102.5528,14.79,75.70
2010-12-01,Indonesia,-0.7893,113.9213,29.92,56.25
2010-12-01,Nigeria,9.082,8.6753,23.15,72.03
2010-12-01,Egypt,26.8206,30.8025,12.93,73.28
2010-12-01,Saudi Arabia,23.8859,45.0792,12.67,80.71
2010-12-01,Sweden,60.1282,18.6435,-12.21,100.00
2010-12-01,Norway,60.472,8.4689,-10.91,100.00
2010-12-01,Chile,-35.6751,-71.543,18.25,73.82
2010-12-01,New Zealand,-40.9006,174.886,17.47,68.91
2011-01-01,United States,37.0902,-95.7129,-3.64,93.52
2011-01-01,Canada,56.1304,-106.3468,-23.84,100.00
2011-01-01,Brazil,-14.235,-51.9253,30.85,60.08
2011-01-01,United Kingdom,55.3781,-3.436,0.22,91.16
2011-01-01,Germany,51.1657,10.4515,-3.75,100.00
2011-01-01,India,20.5937,78.9629,14.99,69.49
2011-01-01,China,35.8617,104.1954,-4.75,97.72
2011-01-01,Australia,-25.2744,133.7751,31.62,49.59
2011-01-01,South Africa,-30.5595,22.9375,26.96,65.74
2011-01-01,Russia,61.524,105.3188,-31.20,100.00
2011-01-01,Japan,36.2048,138.2529,3.05,85.35
2011-01-01,Argentina,-38.4161,-63.6167,23.11,69.64
2011-01-01,France,46.2276,2.2137,0.37,94.65
2011-01-01,Italy,41.8719,12.5674,2.19,84.93
2011-01-01,Spain,40.4637,-3.7492,2.66,93.71
2011-01-01,Mexico,23.6345,-102.5528,12.26,76.85
2011-01-01,Indonesia,-0.7893,113.9213,29.69,59.59
2011-01-01,Nigeria,9.082,8.6753,22.51,69.28
2011-01-01,Egypt,26.8206,30.8025,11.97,79.41
2011-01-01,Saudi Arabia,23.8859,45.0792,11.19,81.29
2011-01-01,Sweden,60.1282,18.6435,-15.35,100.00
2011-01-01,Norway,60.472,8.4689,-13.01,100.00
2011-01-01,Chile,-35.6751,-71.543,20.19,71.44
2011-01-01,New Zealand,-40.9006,174.886,18.85,72.64
2011-02-01,United States,37.0902,-95.7129,-1.66,100.00
2011-02-01,Canada,56.1304,-106.3468,-22.52,100.00
2011-02-01,Brazil,-14.235,-51.9253,30.19,51.27
2011-02-01,United Kingdom,55.3781,-3.436,0.70,90.68
2011-02-01,Germany,51.1657,10.4515,-2.46,91.62
2011-02-01,India,20.5937,78.9629,16.23,80.66
2011-02-01,China,35.8617,104.1954,-2.64,100.00
2011-02-01,Australia,-25.2744,133.7751,30.61,49.18
2011-02-01,South Africa,-30.5595,22.9375,25.51,67.05
2011-02-01,Russia,61.524,105.3188,-26.45,100.00
2011-02-01,Japan,36.2048,138.2529,4.02,87.28
2011-02-01,Argentina,-38.4161,-63.6167,21.49,74.14
2011-02-01,France,46.2276,2.2137,2.23,97.13
2011-02-01,Italy,41.8719,12.5674,4.55,82.50
2011-02-01,Spain,40.4637,-3.7492,4.47,82.02
2011-02-01,Mexico,23.6345,-102.5528,13.21,76.15
2011-02-01,Indonesia,-0.7893,113.9213,30.00,62.61
2011-02-01,Nigeria,9.082,8.6753,23.78,67.11
2011-02-01,Egypt,26.8206,30.8025,14.40,78.55
2011-02-01,Saudi Arabia,23.8859,45.0792,11.13,83.36
2011-02-01,Sweden,60.1282,18.6435,-12.28,100.00
2011-02-01,Norway,60.472,8.4689,-10.86,100.00
2011-02-01,Chile,-35.6751,-71.543,18.14,64.83
2011-02-01,New Zealand,-40.9006,174.886,17.11,69.81
2011-03-01,United States,37.0902,-95.7129,3.61,81.72
2011-03-01,Canada,56.1304,-106.3468,-15.48,100.00
2011-03-01,Brazil,-14.235,-51.9253,26.91,67.22
2011-03-01,United Kingdom,55.3781,-3.436,4.83,86.75
2011-03-01,Germany,51.1657,10.4515,3.11,96.24
2011-03-01,India,20.5937,78.9629,19.86,65.61
2011-03-01,China,35.8617,104.1954,6.13,79.08
2011-03-01,Australia,-25.2744,133.7751,27.40,61.67
2011-03-01,South Africa,-30.5595,22.9375,21.54,67.52
2011-03-01,Russia,61.524,105.3188,-18.10,100.00
2011-03-01,Japan,36.2048,138.2529,9.17,85.08
2011-03-01,Argentina,-38.4161,-63.6167,18.29,75.12
2011-03-01,France,46.2276,2.2137,5.87,92.95
2011-03-01,Italy,41.8719,12.5674,8.40,82.25
2011-03-01,Spain,40.4637,-3.7492,8.83,75.53
2011-03-01,Mexico,23.6345,-102.5528,17.99,66.88
2011-03-01,Indonesia,-0.7893,113.9213,28.16,64.84
2011-03-01,Nigeria,9.082,8.6753,24.96,60.74
2011-03-01,Egypt,26.8206,30.8025,16.83,70.97
2011-03-01,Saudi Arabia,23.8859,45.0792,17.17,78.01
2011-03-01,Sweden,60.1282,18.6435,-6.16,97.87
2011-03-01,Norway,60.472,8.4689,-5.81,100.00
2011-03-01,Chile,-35.6751,-71.543,15.16,80.16
2011-03-01,New Zealand,-40.9006,174.886,15.13,74.28
2011-04-01,United States,37.0902,-95.7129,11.39,76.06
2011-04-01,Canada,56.1304,-106.3468,-5.73,95.03
2011-04-01,Brazil,-14.235,-51.9253,25.84,62.18
2011-04-01,United Kingdom,55.3781,-3.436,10.40,73.76
2011-04-01,Germany,51.1657,10.4515,8.63,88.40
2011-04-01,India,20.5937,78.9629,25.15,69.62
2011-04-01,China,35.8617,104.1954,13.40,74.42
2011-04-01,Australia,-25.2744,133.7751,22.57,60.31
2011-04-01,South Africa,-30.5595,22.9375,17.52,71.56
2011-04-01,Russia,61.524,105.3188,-3.92,98.88
2011-04-01,Japan,36.2048,138.2529,15.66,75.84
2011-04-01,Argentina,-38.4161,-63.6167,14.82,71.40
2011-04-01,France,46.2276,2.2137,11.70,77.76
2011-04-01,Italy,41.8719,12.5674,12.96,83.43
2011-04-01,Spain,40.4637,-3.7492,15.07,69.88
2011-04-01,Mexico,23.6345,-102.5528,20.73,69.79
2011-04-01,Indonesia,-0.7893,113.9213,25.81,64.80
2011-04-01,Nigeria,9.082,8.6753,27.17,53.89
2011-04-01,Egypt,26.8206,30.8025,21.19,64.71
2011-04-01,Saudi Arabia,23.8859,45.0792,24.58,64.21
2011-04-01,Sweden,60.1282,18.6435,4.16,95.23
2011-04-01,Norway,60.472,8.4689,2.60,94.87
2011-04-01,Chile,-35.6751,-71.543,13.27,83.07
2011-04-01,New Zealand,-40.9006,174.886,11.89,81.49
2011-05-01,United States,37.0902,-95.7129,19.58,64.94
2011-05-01,Canada,56.1304,-106.3468,3.93,88.76
2011-05-01,Brazil,-14.235,-51.9253,23.39,68.24
2011-05-01,United Kingdom,55.3781,-3.436,15.57,77.26
2011-05-01,Germany,51.1657,10.4515,14.21,75.62
2011-05-01,India,20.5937,78.9629,28.76,53.35
2011-05-01,China,35.8617,104.1954,23.83,69.13
2011-05-01,Australia,-25.2744,133.7751,16.75,77.65
2011-05-01,South Africa,-30.5595,22.9375,13.01,70.14
2011-05-01,Russia,61.524,105.3188,6.35,85.58
2011-05-01,Japan,36.2048,138.2529,21.63,65.82
2011-05-01,Argentina,-38.4161,-63.6167,9.14,75.41
2011-05-01,France,46.2276,2.2137,16.45,72.58
2011-05-01,Italy,41.8719,12.5674,20.64,66.40
2011-05-01,Spain,40.4637,-3.7492,20.20,65.40
2011-05-01,Mexico,23.6345,-102.5528,25.39,62.64
2011-05-01,Indonesia,-0.7893,113.9213,27.12,59.55
2011-05-01,Nigeria,9.082,8.6753,28.72,52.64
2011-05-01,Egypt,26.8206,30.8025,27.96,64.11
2011-05-01,Saudi Arabia,23.8859,45.0792,31.69,50.59
2011-05-01,Sweden,60.1282,18.6435,13.06,73.45
2011-05-01,Norway,60.472,8.4689,10.50,80.59
2011-05-01,Chile,-35.6751,-71.543,7.02,81.74
2011-05-01,New Zealand,-40.9006,174.886,6.81,86.20
2011-06-01,United States,37.0902,-95.7129,25.61,56.18
2011-06-01,Canada,56.1304,-106.3468,11.63,86.04
2011-06-01,Brazil,-14.235,-51.9253,21.83,74.09
2011-06-01,United Kingdom,55.3781,-3.436,17.73,75.24
2011-06-01,Germany,51.1657,10.4515,18.44,73.85
2011-06-01,India,20.5937,78.9629,31.99,53.29
2011-06-01,China,35.8617,104.1954,28.78,55.88
2011-06-01,Australia,-25.2744,133.7751,12.35,85.35
2011-06-01,South Africa,-30.5595,22.9375,12.31,75.09
2011-06-01,Russia,61.524,105.3188,17.58,71.38
2011-06-01,Japan,36.2048,138.2529,24.39,69.70
2011-06-01,Argentina,-38.4161,-63.6167,4.49,84.40
2011-06-01,France,46.2276,2.2137,19.37,70.85
2011-06-01,Italy,41.8719,12.5674,23.26,58.52
2011-06-01,Spain,40.4637,-3.7492,24.87,64.56
2011-06-01,Mexico,23.6345,-102.5528,27.17,66.07
2011-06-01,Indonesia,-0.7893,113.9213,25.80,61.66
2011-06-01,Nigeria,9.082,8.6753,31.29,62.35
2011-06-01,Egypt,26.8206,30.8025,29.80,57.69
2011-06-01,Saudi Arabia,23.8859,45.0792,38.76,46.58
2011-06-01,Sweden,60.1282,18.6435,19.45,75.58
2011-06-01,Norway,60.472,8.4689,15.63,77.16
2011-06-01,Chile,-35.6751,-71.543,5.75,78.76
2011-06-01,New Zealand,-40.9006,174.886,3.01,88.33
2011-07-01,United States,37.0902,-95.7129,28.23,56.99
2011-07-01,Canada,56.1304,-106.3468,15.07,75.08
2011-07-01,Brazil,-14.235,-51.9253,20.71,75.04
2011-07-01,United Kingdom,55.3781,-3.436,20.09,69.65
2011-07-01,Germany,51.1657,10.4515,20.76,64.86
2011-07-01,India,20.5937,78.9629,33.26,57.77
2011-07-01,China,35.8617,104.1954,31.98,61.27
2011-07-01,Australia,-25.2744,133.7751,12.61,84.49
2011-07-01,South Africa,-30.5595,22.9375,9.67,79.34
2011-07-01,Russia,61.524,105.3188,20.19,72.96
2011-07-01,Japan,36.2048,138.2529,28.10,56.06
2011-07-01,Argentina,-38.4161,-63.6167,3.93,91.06
2011-07-01,France,46.2276,2.2137,21.14,67.02
2011-07-01,Italy,41.8719,12.5674,25.91,58.32
2011-07-01,Spain,40.4637,-3.7492,26.09,57.02
2011-07-01,Mexico,23.6345,-102.5528,28.40,53.26
2011-07-01,Indonesia,-0.7893,113.9213,25.71,63.25
2011-07-01,Nigeria,9.082,8.6753,31.42,52.24
2011-07-01,Egypt,26.8206,30.8025,31.53,58.38
2011-07-01,Saudi Arabia,23.8859,45.0792,41.16,36.68
2011-07-01,Sweden,60.1282,18.6435,21.58,65.77
2011-07-01,Norway,60.472,8.4689,15.82,81.08
2011-07-01,Chile,-35.6751,-71.543,5.11,94.20
2011-07-01,New Zealand,-40.9006,174.886,2.97,85.70
2011-08-01,United States,37.0902,-95.7129,24.32,62.72
2011-08-01,Canada,56.1304,-106.3468,11.99,77.55
2011-08-01,Brazil,-14.235,-51.9253,20.31,71.04
2011-08-01,United Kingdom,55.3781,-3.436,18.59,74.67
2011-08-01,Germany,51.1657,10.4515,19.57,67.85
2011-08-01,India,20.5937,78.9629,32.09,49.90
2011-08-01,China,35.8617,104.1954,30.70,58.38
2011-08-01,Australia,-25.2744,133.7751,12.46,82.89
2011-08-01,South Africa,-30.5595,22.9375,12.29,84.12
